Ticker,Company,Price
GYRE,"GYRE THERAPEUTICS, INC. (XNAS:GYRE)",$7.73 
FULC,"FULCRUM THERAPEUTICS, INC. (XNAS:FULC)",$7.75 
STTK,Shattuck Labs Inc (XNAS:STTK),$7.75 
MAAY,Grnshs: YieldBOOST MA (XNAS:MAAY),$7.76 
HMYY,Grnshs: YieldBOOST HI (XNAS:HMYY),$7.78 
ONDG,LeverageShs 2X Lg ONDS D (XNAS:ONDG),$7.78 
ARHS,"ARHAUS, INC. (XNAS:ARHS)",$7.80 
BYFC,BROADWAY FINANCIAL CORPORATION (XNAS:BYFC),$7.80 
ICCC,IMMUCELL CORPORATION (XNAS:ICCC),$7.82 
KRNY,KEARNY FINANCIAL CORP. (XNAS:KRNY),$7.87 
TLRY,"Tilray Brands, Inc. (XNAS:TLRY)",$7.87 
000430,"ZHANG JIA JIE TOURISM GROUP CO., LTD. (XSHE:000430)",$7.87 
MBLY,MOBILEYE GLOBAL INC. (XNAS:MBLY),$7.90 
DTIL,"PRECISION BIOSCIENCES, INC. (XNAS:DTIL)",$7.91 
ADAM,"ADAMAS TRUST, INC. (XNAS:ADAM)",$7.92 
GLOO,"GLOO HOLDINGS, INC. (XNAS:GLOO)",$7.92 
BCIC,BCP INVESTMENT CORPORATION (XNAS:BCIC),$7.93 
BMM,Blue Moon Metals Inc. (XNAS:BMM),$7.97 
EGAN,eGain Corporation (XNAS:EGAN),$7.97 
SLN,SILENCE THERAPEUTICS PLC (XNAS:SLN),$7.97 
WKEY,WISeKey International Holding Ltd (XNAS:WKEY),$7.97 
CVRX,"CVRX, INC. (XNAS:CVRX)",$7.98 
SEVN,SEVEN HILLS REALTY TRUST (XNAS:SEVN),$8.00 
NTIC,NORTHERN TECHNOLOGIES INTERNATIONAL CORPORATION (XNAS:NTIC),$8.03 
IEP,ICAHN ENTERPRISES UNT (XNAS:IEP),$8.04 
PRCH,"Porch Group, Inc. (XNAS:PRCH)",$8.05 
GO,GROCERY OUTLET HOLDING CORP. (XNAS:GO),$8.07 
IBRX,"IMMUNITYBIO, INC. (XNAS:IBRX)",$8.07 
ARRY,"ARRAY TECHNOLOGIES, INC. (XNAS:ARRY)",$8.08 
DRTS,ALPHA TAU MEDICAL LTD (XNAS:DRTS),$8.08 
XRPI,VST:XRP (XNAS:XRPI),$8.09 
CHW,Calamos Glbl Dyn Inc (XNAS:CHW),$8.10 
RVSN,RAIL VISION LTD (XNAS:RVSN),$8.11 
INTR,"Inter & Co, Inc. (XNAS:INTR)",$8.12 
TVGN,TEVOGEN BIO HOLDINGS INC. (XNAS:TVGN),$8.14 
NEO,"NEOGENOMICS, INC. (XNAS:NEO)",$8.18 
SKYQ,SKY QUARRY INC. (XNAS:SKYQ),$8.19 
BIS,ProShares:UlS Nasdaq Bio (XNAS:BIS),$8.20 
SOUN,"SOUNDHOUND AI, INC. (XNAS:SOUN)",$8.22 
STHO,STAR HOLDINGS (XNAS:STHO),$8.24 
IMSR,TERRESTRIAL ENERGY INC. (XNAS:IMSR),$8.28 
ANPA,RICH SPARKLE HOLDINGS LIMITED (XNAS:ANPA),$8.29 
NMFC,NEW MOUNTAIN FINANCE CORPORATION (XNAS:NMFC),$8.30 
ACET,"ADICET BIO, INC. (XNAS:ACET)",$8.31 
HSPT,HORIZON SPACE ACQUISITION II CORP. (XNAS:HSPT),$8.35 
KMDA,KAMADA LTD (XNAS:KMDA),$8.36 
LILA,LIBERTY LATIN AMERICA LTD. (XNAS:LILA),$8.37 
KPDD,KraneShs:2x L PDD Dly (XNAS:KPDD),$8.38 
GRAG,LeverageShs 2X Lg GRAB D (XNAS:GRAG),$8.39 
GRFS,Grifols SA (XNAS:GRFS),$8.39 
SLDB,SOLID BIOSCIENCES INC. (XNAS:SLDB),$8.40 
SPRY,"ARS PHARMACEUTICALS, INC. (XNAS:SPRY)",$8.40 
TIL,"INSTIL BIO, INC. (XNAS:TIL)",$8.41 
BIRD,"ALLBIRDS, INC. (XNAS:BIRD)",$8.43 
MCRB,"SERES THERAPEUTICS, INC. (XNAS:MCRB)",$8.44 
EHLD,EUROHOLDINGS LTD. (XNAS:EHLD),$8.45 
NVAX,"NOVAVAX, INC. (XNAS:NVAX)",$8.45 
BSBK,BOGOTA FINANCIAL CORP. (XNAS:BSBK),$8.46 
USOY,Defiance Oil Enh Op Inc (XNAS:USOY),$8.47 
BAFN,BAYFIRST FINANCIAL CORP. (XNAS:BAFN),$8.48 
ENGN,ENGENE THERAPEUTICS INC. (XNAS:ENGN),$8.54 
RLYB,RALLYBIO CORPORATION (XNAS:RLYB),$8.55 
WB,WEIBO CORPORATION (XNAS:WB),$8.56 
DIME,CoinShares Altcoins (XNAS:DIME),$8.58 
RNAZ,"TRANSCODE THERAPEUTICS, INC. (XNAS:RNAZ)",$8.60 
XLO,"XILIO THERAPEUTICS, INC. (XNAS:XLO)",$8.60 
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC. (XNAS:ARCT),$8.62 
CRNC,CERENCE INC. (XNAS:CRNC),$8.63 
JYNT,THE JOINT CORP. (XNAS:JYNT),$8.64 
CPSS,"CONSUMER PORTFOLIO SERVICES, INC. (XNAS:CPSS)",$8.65 
ZBAI,ATIF Holdings Limited (XNAS:ZBAI),$8.65 
ELTK,ELTEK LTD (XNAS:ELTK),$8.68 
LNKB,"LINKBANCORP, Inc. (XNAS:LNKB)",$8.68 
AIRO,"AIRO GROUP HOLDINGS, INC. (XNAS:AIRO)",$8.70 
SPOG,LeverageShs 2X Lg SPOT D (XNAS:SPOG),$8.72 
AMCX,AMC GLOBAL MEDIA INC. (XNAS:AMCX),$8.73 
CDRO,Codere Online Luxembourg SA (XNAS:CDRO),$8.74 
LEE,"LEE ENTERPRISES, INCORPORATED (XNAS:LEE)",$8.74 
MBS,Angel Oak Mtg-Bkd Secs (XNAS:MBS),$8.74 
SSYS,STRATASYS LTD (XNAS:SSYS),$8.74 
AGPU,AXE COMPUTE INC. (XNAS:AGPU),$8.75 
CMPS,COMPASS PATHWAYS PLC (XNAS:CMPS),$8.75 
GLGG,LeverageShs 2X Lg GLXY D (XNAS:GLGG),$8.76 
VNET,"VNET Group, Inc. (XNAS:VNET)",$8.77 
DDI,"DoubleDown Interactive Co., Ltd. (XNAS:DDI)",$8.78 
DUOT,"DUOS TECHNOLOGIES GROUP, INC. (XNAS:DUOT)",$8.79 
SOLZ,Solana (XNAS:SOLZ),$8.81 
NVCT,"NUVECTIS PHARMA, INC. (XNAS:NVCT)",$8.82 
RAIL,"FREIGHTCAR AMERICA, INC. (XNAS:RAIL)",$8.83 
SVCO,"SILVACO GROUP, INC. (XNAS:SVCO)",$8.83 
AALG,LeverageShs 2X Lg AAL D (XNAS:AALG),$8.85 
BBOT,"BRIDGEBIO ONCOLOGY THERAPEUTICS, INC. (XNAS:BBOT)",$8.87 
FRSH,FRESHWORKS INC. (XNAS:FRSH),$8.91 
HLMN,HILLMAN SOLUTIONS CORP. (XNAS:HLMN),$8.92 
AMZD,Direxion:AMZN Bear 1X (XNAS:AMZD),$8.93 
NAVI,NAVIENT CORPORATION (XNAS:NAVI),$8.93 
PBM,PSYENCE BIOMEDICAL LTD. (XNAS:PBM),$8.97 
IDN,"INTELLICHECK, INC. (XNAS:IDN)",$8.99 
NUTR,NUSATRIP INCORPORATED (XNAS:NUTR),$9.00 
BCRX,"BIOCRYST PHARMACEUTICALS, INC. (XNAS:BCRX)",$9.01 
SCZM,Santacruz Silver Mining Ltd. (XNAS:SCZM),$9.02 
TSMZ,Direxion:Dly TSM Br 1X (XNAS:TSMZ),$9.10 
GASS,STEALTHGAS INC. (XNAS:GASS),$9.14 
JLHL,Julong Holding Ltd (XNAS:JLHL),$9.14 
SPCB,SUPERCOM LTD (XNAS:SPCB),$9.15 
LONA,"LEONABIO, INC. (XNAS:LONA)",$9.16 
XPEG,LeverageShs 2X Lg XPEV D (XNAS:XPEG),$9.18 
EMBC,Embecta Corp. (XNAS:EMBC),$9.21 
CSPI,"CSP, INC. (XNAS:CSPI)",$9.22 
PAVM,PAVMED INC. (XNAS:PAVM),$9.24 
SMYY,Grnshs:YieldBOOST SMCI (XNAS:SMYY),$9.26 
AOUT,"AMERICAN OUTDOOR BRANDS, INC. (XNAS:AOUT)",$9.27 
TSDD,GrnShs:2x Shrt TSLA D (XNAS:TSDD),$9.27 
EMAT,Evolution Metals & Technologies Corp. (XNAS:EMAT),$9.29 
CLYM,"CLIMB BIO, INC. (XNAS:CLYM)",$9.30 
COIG,LeverageShs 2X Lg COIN D (XNAS:COIG),$9.30 
KDK,"KODIAK AI, INC. (XNAS:KDK)",$9.30 
ASUR,"ASURE SOFTWARE, INC. (XNAS:ASUR)",$9.33 
LMRI,"LUMEXA IMAGING HOLDINGS, INC. (XNAS:LMRI)",$9.33 
RGNX,REGENXBIO INC. (XNAS:RGNX),$9.34 
FTLF,"FITLIFE BRANDS, INC. (XNAS:FTLF)",$9.35 
ANTA,Antalpha Platform Holding Company (XNAS:ANTA),$9.38 
ALOY,REALLOYS INC. (XNAS:ALOY),$9.39 
PC,Premium Catering (Holdings) Limited (XNAS:PC),$9.40 
AUDC,AUDIOCODES LTD (XNAS:AUDC),$9.43 
CONL,GrnShs:2x Lg COIN Dly (XNAS:CONL),$9.47 
DJT,TRUMP MEDIA & TECHNOLOGY GROUP CORP. (XNAS:DJT),$9.48 
IOYY,Grnshs: YieldBOOST IO (XNAS:IOYY),$9.49 
LIEN,"CHICAGO ATLANTIC BDC, INC. (XNAS:LIEN)",$9.50 
OESX,"ORION ENERGY SYSTEMS, INC. (XNAS:OESX)",$9.50 
STRR,"STAR EQUITY HOLDINGS, INC. (XNAS:STRR)",$9.50 
VMD,"VIEMED HEALTHCARE, INC. (XNAS:VMD)",$9.51 
NEOG,NEOGEN CORPORATION (XNAS:NEOG),$9.52 
PUBM,"PUBMATIC, INC. (XNAS:PUBM)",$9.52 
UGRO,"URBAN-GRO, INC (XNAS:UGRO)",$9.52 
KURA,"KURA ONCOLOGY, INC. (XNAS:KURA)",$9.53 
PAMT,PAMT CORP (XNAS:PAMT),$9.53 
KPTI,KARYOPHARM THERAPEUTICS INC. (XNAS:KPTI),$9.55 
MFIN,MEDALLION FINANCIAL CORP. (XNAS:MFIN),$9.59 
SVRN,OceanPal Inc. (XNAS:SVRN),$9.61 
FGBI,"FIRST GUARANTY BANCSHARES, INC. (XNAS:FGBI)",$9.64 
UPB,"UPSTREAM BIO, INC. (XNAS:UPB)",$9.64 
OCUL,"OCULAR THERAPEUTIX, INC. (XNAS:OCUL)",$9.66 
AFRI,Forafric Global PLC (XNAS:AFRI),$9.67 
TC,Token Cat Limited (XNAS:TC),$9.70 
PANG,LeverageShs 2X Lg PANW D (XNAS:PANG),$9.71 
INTJ,Intelligent Group Limited (XNAS:INTJ),$9.72 
HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd (XNAS:HCAI)",$9.74 
RDIB,"READING INTERNATIONAL, INC. (XNAS:RDIB)",$9.74 
BVS,BIOVENTUS INC. (XNAS:BVS),$9.77 
FDMT,"4D MOLECULAR THERAPEUTICS, INC. (XNAS:FDMT)",$9.80 
LVLU,"LULU'S FASHION LOUNGE HOLDINGS, INC. (XNAS:LVLU)",$9.80 
SERV,SERVE ROBOTICS INC. (XNAS:SERV),$9.82 
PAAC,Proem Acquisition Corp I (XNAS:PAAC),$9.83 
AACO,ABONY ACQUISITION CORP. I (XNAS:AACO),$9.84 
PTOR,Praetorian Acquisition Corp. (XNAS:PTOR),$9.84 
ARTC,Art Technology Acquisition Corp. (XNAS:ARTC),$9.85 
RFAM,RF Acquisition Corp III (XNAS:RFAM),$9.85 
XSLL,Xsolla SPAC 1 (XNAS:XSLL),$9.85 
BCBP,"BCB BANCORP, INC. (XNAS:BCBP)",$9.86 
FGII,FG Imperii Acquisition Corp (XNAS:FGII),$9.86 
HUHU,HUHUTECH International Group Inc (XNAS:HUHU),$9.86 
QUBT,QUANTUM COMPUTING INC. (XNAS:QUBT),$9.86 
ZKP,Lafayette Digital Acquisition Corp I (XNAS:ZKP),$9.86 
IACO,Idea Acquisition Corp. (XNAS:IACO),$9.87 
MEVO,M Evo Global Acquisition Corp II (XNAS:MEVO),$9.87 
MUZE,Muzero Acquisition Corp (XNAS:MUZE),$9.87 
QBY,Grnshs:YieldBOOST QBTS (XNAS:QBY),$9.87 
ALOV,Aldabra 4 Liquidity Opportunity Vehicle Inc (XNAS:ALOV),$9.88 
ARCI,Archimedes Tech SPAC Partners III Co. (XNAS:ARCI),$9.88 
CMII,Columbus Circle Capital Corp II (XNAS:CMII),$9.88 
HCIC,Hennessy Capital Investment Corp. VIII (XNAS:HCIC),$9.88 
TRAX,StStSPDRBBG7-10YUSTrBUCITSETFA (XLON:TRAX),$9.88 
GIX,GigCapital9 Corp. (XNAS:GIX),$9.89 
AACI,Armada Acquisition Corp. III (XNAS:AACI),$9.90 
CAQ,Cambridge Acquisition Corp (XNAS:CAQ),$9.90 
DBCA,D. Boral Acquisition I Corp. (XNAS:DBCA),$9.90 
GEOS,GEOSPACE TECHNOLOGIES CORPORATION (XNAS:GEOS),$9.90 
HACQ,HCM IV Acquisition Corp. (XNAS:HACQ),$9.90 
NBRG,Newbridge Acquisition Ltd (XNAS:NBRG),$9.90 
OSCG,LeverageShs 2X Lg OSCR D (XNAS:OSCG),$9.90 
PALO,Paloma Acquisition Corp I (XNAS:PALO),$9.90 
XCBE,X3 Acquisition Corp. Ltd. (XNAS:XCBE),$9.90 
SORN,SOREN ACQUISITION CORP. (XNAS:SORN),$9.91 
SVAQ,Silicon Valley Acquisition Corp. (XNAS:SVAQ),$9.91 
VHCP,Vine Hill Capital Investment Corp. II (XNAS:VHCP),$9.91 
ZKPU,LAFAYETTE DIGITAL ACQUISITION I UNT (XNAS:ZKPU),$9.91 
BLRK,Bluerock Acquisition Corp. (XNAS:BLRK),$9.92 
GPAC,General Purpose Acquisition Corp. (XNAS:GPAC),$9.92 
ITHA,ITHAX ACQUISITION CORP III (XNAS:ITHA),$9.92 
SSAC,SPACSphere Acquisition Corp. (XNAS:SSAC),$9.92 
ADAC,American Drive Acquisition Company (XNAS:ADAC),$9.93 
HNNA,"HENNESSY ADVISORS, INC. (XNAS:HNNA)",$9.93 
KRAQ,KRAKacquisition Corp (XNAS:KRAQ),$9.93 
RGYY,Grnshs:YieldBOOST RGTI (XNAS:RGYY),$9.93 
ACAA,AVERIN CAPITAL ACQUISITION CORP. (XNAS:ACAA),$9.94 
DSAC,Daedalus Special Acquisition Corp. (XNAS:DSAC),$9.94 
KTWO,K2 Capital Acquisition Corporation (XNAS:KTWO),$9.94 
MESH,Meshflow Acquisition Corp (XNAS:MESH),$9.94 
HCAC,Hall Chadwick Acquisition Corp. (XNAS:HCAC),$9.95 
IGAC,Invest Green Acquisition Corporation (XNAS:IGAC),$9.95 
LFAC,Leapfrog Acquisition Corporation (XNAS:LFAC),$9.95 
SCPQ,Social Commerce Partners Corporation (XNAS:SCPQ),$9.95 
SVIV,Spring Valley Acquisition Corp. IV (XNAS:SVIV),$9.95 
AEAQ,Activate Energy Acquisition Corp. (XNAS:AEAQ),$9.96 
BIXI,BITCOIN INFRASTRUCTURE ACQUISITION CORP LTD. (XNAS:BIXI),$9.96 
DNMX,Dynamix Corporation III (XNAS:DNMX),$9.96 
LPCV,Launchpad Cadenza Acquisition Corp I (XNAS:LPCV),$9.96 
TDWD,Tailwind 2.0 Acquisition Corp. (XNAS:TDWD),$9.96 
WLII,Willow Lane Acquisition Corp. II (XNAS:WLII),$9.96 
TWLV,Twelve Seas Investment Company III (XNAS:TWLV),$9.97 
DYOR,Insight Digital Partners II (XNAS:DYOR),$9.98 
IRHO,IRON HORSE ACQUISITIONS CORP. II (XNAS:IRHO),$9.98 
TMTS,Spartacus Acquisition Corp. II (XNAS:TMTS),$9.98 
CRAN,Crane Harbor Acquisition Corp. II (XNAS:CRAN),$9.99 
EVOX,Evolution Global Acquisition Corp (XNAS:EVOX),$9.99 
LAFA,LaFayette Acquisition Corp (XNAS:LAFA),$9.99 
LENZ,"LENZ THERAPEUTICS, INC. (XNAS:LENZ)",$9.99 
SCII,SC II Acquisition Corp. (XNAS:SCII),$9.99 
APXT,Apex Treasury Corp (XNAS:APXT),$10.00 
WW,"WW International, Inc. (XNAS:WW)",$10.00 
BDCI,BTC Development Corp. (XNAS:BDCI),$10.01 
DMII,Drugs Made In America Acquisition II Corp. (XNAS:DMII),$10.01 
GIW,GigCapital8 Corp. (XNAS:GIW),$10.01 
MLAA,Mountain Lake Acquisition II Corp (XNAS:MLAA),$10.01 
IEAG,Infinite Eagle Acquisition Corp. (XNAS:IEAG),$10.03 
LATA,Galata Acquisition Corp. II (XNAS:LATA),$10.03 
MGTX,MeiraGTx Holdings plc (XNAS:MGTX),$10.03 
OIM,OneIM Acquisition Corp (XNAS:OIM),$10.03 
WSTN,Westin Acquisition Corp (XNAS:WSTN),$10.03 
FVAV,FORTRESS VALUE ACQUISITION CORP. V (XNAS:FVAV),$10.04 
HAVA,Harvard Ave Acquisition Corporation (XNAS:HAVA),$10.04 
MMTX,Miluna Acquisition Corp (XNAS:MMTX),$10.04 
RNGT,RANGE CAPITAL ACQUISITION CORP II (XNAS:RNGT),$10.04 
ALIS,Calisa Acquisition Corp (XNAS:ALIS),$10.05 
CRAC,Crown Reserve Acquisition Corp. I (XNAS:CRAC),$10.05 
OXLC,OXFORD LANE CAPITAL CORP. (XNAS:OXLC),$10.05 
APAC,StoneBridge Acquisition II Corporation (XNAS:APAC),$10.06 
BPAC,BLUEPORT ACQUISITION LTD (XNAS:BPAC),$10.06 
FUND,Sprott Focus (XNAS:FUND),$10.06 
KBON,Karbon Capital Partners Corp. (XNAS:KBON),$10.07 
BLZR,TRAILBLAZER ACQUISITION CORP. (XNAS:BLZR),$10.08 
GSRF,GSR IV Acquisition Corp (XNAS:GSRF),$10.08 
LKSP,Lake Superior Acquisition Corp. (XNAS:LKSP),$10.08 
DRH,DIAMONDROCK HOSPITALITY COMPANY (XNAS:DRH),$10.09 
KOYN,CSLM Digital Asset Acquisition Corp III Ltd (XNAS:KOYN),$10.09 
MBVI,M3-Brigade Acquisition VI Corp. (XNAS:MBVI),$10.09 
OTGA,OTG Acquisition Corp. I (XNAS:OTGA),$10.09 
CHEC,Chenghe Acquisition III Co. (XNAS:CHEC),$10.10 
DXR,DAXOR CORPORATION (XNAS:DXR),$10.10 
EMIS,Emmis Acquisition Corp. (XNAS:EMIS),$10.10 
HVMC,Highview Merger Corp (XNAS:HVMC),$10.10 
LAND,GLADSTONE LAND CORPORATION (XNAS:LAND),$10.10 
ELVA,ELECTROVAYA INC. (XNAS:ELVA),$10.11 
VNME,Vendome Acquisition Corporation I (XNAS:VNME),$10.12 
MKLY,McKinley Acquisition Corporation (XNAS:MKLY),$10.13 
FGMC,FG MERGER II CORP. (XNAS:FGMC),$10.14 
HCMA,HCM III Acquisition Corp (XNAS:HCMA),$10.14 
INAC,INDIGO ACQUISITION CORP. (XNAS:INAC),$10.15 
QUMS,Quantumsphere Acquisition Corp (XNAS:QUMS),$10.15 
RSVR,"Reservoir Media, Inc. (XNAS:RSVR)",$10.15 
MCGA,Yorkville Acquisition Corp (XNAS:MCGA),$10.16 
SSEA,STARRY SEA ACQUISITION CORP (XNAS:SSEA),$10.16 
CGNT,COGNYTE SOFTWARE LTD (XNAS:CGNT),$10.18 
HLXC,HELIX ACQUISITION CORP. III (XNAS:HLXC),$10.18 
IMMX,"IMMIX BIOPHARMA, INC. (XNAS:IMMX)",$10.18 
OBA,Oxley Bridge Acquisition Limited (XNAS:OBA),$10.18 
PACH,Pioneer Acquisition I Corp (XNAS:PACH),$10.18 
AXIN,Axiom Intelligence Acquisition Corp 1 (XNAS:AXIN),$10.19 
LWAC,LightWave Acquisition Corp (XNAS:LWAC),$10.19 
SAAQ,Space Asset Acquisition Corp. (XNAS:SAAQ),$10.19 
SOCA,Solarius Capital Acquisition Corp. (XNAS:SOCA),$10.19 
CCRN,"CROSS COUNTRY HEALTHCARE, INC. (XNAS:CCRN)",$10.20 
CCXI,Churchill Capital Corp XI (XNAS:CCXI),$10.20 
CEPS,"Cantor Equity Partners VI, Inc. (XNAS:CEPS)",$10.20 
CEPV,"Cantor Equity Partners V, Inc. (XNAS:CEPV)",$10.20 
FIGX,FIGX Capital Acquisition Corp (XNAS:FIGX),$10.20 
MPG,LeverageShs 2X Lg MP D (XNAS:MPG),$10.20 
AKAN,Akanda Corp. (XNAS:AKAN),$10.21 
ONCH,1RT Acquisition Corp. (XNAS:ONCH),$10.21 
TLNC,Talon Capital Corp. (XNAS:TLNC),$10.21 
CRAQ,Cal Redwood Acquisition Corp. (XNAS:CRAQ),$10.22 
OYSE,Oyster Enterprises II Acquisition Corp (XNAS:OYSE),$10.22 
BBCQ,Bleichroeder Acquisition Corp. II (XNAS:BBCQ),$10.23 
KYTX,"KYVERNA THERAPEUTICS, INC. (XNAS:KYTX)",$10.23 
NMP,NMP ACQUISITION CORP. (XNAS:NMP),$10.23 
PCAP,ProCap Acquisition Corp (XNAS:PCAP),$10.23 
WENN,WEN Acquisition Corp (XNAS:WENN),$10.23 
AVPT,"AVEPOINT, INC. (XNAS:AVPT)",$10.24 
KVHI,"KVH INDUSTRIES, INC. (XNAS:KVHI)",$10.24 
ORIQ,Origin Investment Corp I (XNAS:ORIQ),$10.24 
SPEG,Silver Pegasus Acquisition Corp. (XNAS:SPEG),$10.24 
TVAI,Thayer Ventures Acquisition Corporation II (XNAS:TVAI),$10.24 
BACC,Blue Acquisition Corp. (XNAS:BACC),$10.25 
EGHA,EGH Acquisition Corp (XNAS:EGHA),$10.25 
FNWB,FIRST NORTHWEST BANCORP (XNAS:FNWB),$10.25 
RDAG,Republic Digital Acquisition Company (XNAS:RDAG),$10.25 
CCII,Cohen Circle Acquisition Corp. II (XNAS:CCII),$10.26 
CEPF,"Cantor Equity Partners IV, Inc. (XNAS:CEPF)",$10.26 
BLUW,Blue Water Acquisition Corp. III (XNAS:BLUW),$10.27 
APAD,A Paradise Acquisition Corp. (XNAS:APAD),$10.28 
BCAR,D. Boral ARC Acquisition I Corp. (XNAS:BCAR),$10.28 
CGCT,CARTESIAN GROWTH CORPORATION III (XNAS:CGCT),$10.28 
DAAQ,Digital Asset Acquisition Corp. (XNAS:DAAQ),$10.28 
BSAA,BEST SPAC I Acquistion Corp. (XNAS:BSAA),$10.29 
TACO,Berto Acquisition Corp (XNAS:TACO),$10.29 
WTG,Wintergreen Acquisition Corp. (XNAS:WTG),$10.29 
IPCX,INFLECTION POINT ACQUISITION CORP. III (XNAS:IPCX),$10.30 
MAAS,Maase Inc. (XNAS:MAAS),$10.30 
SZZL,Sizzle Acquisition Corp. II (XNAS:SZZL),$10.30 
NPAC,NEW PROVIDENCE ACQUISITION CORP. III (XNAS:NPAC),$10.31 
PMTR,Perimeter Acquisition Corp. I (XNAS:PMTR),$10.31 
EXOZ,EXOZYMES INC. (XNAS:EXOZ),$10.32 
KCHV,Kochav Defense Acquisition Corp. (XNAS:KCHV),$10.32 
SVAC,Spring Valley Acquisition Corp. III (XNAS:SVAC),$10.32 
CHPG,ChampionsGate Acquisition Corp (XNAS:CHPG),$10.33 
RTAC,Renatus Tactical Acquisition Corp I (XNAS:RTAC),$10.33 
TLX,TELIX PHARMACEUTICALS LIMITED (XNAS:TLX),$10.33 
CAEP,Cantor Equity Partners III Inc (XNAS:CAEP),$10.34 
GTEN,"GORES HOLDINGS X, INC. (XNAS:GTEN)",$10.34 
TACH,Titan Acquisition Corp (XNAS:TACH),$10.34 
XRPN,Armada Acquisition Corp. II (XNAS:XRPN),$10.34 
FERA,Fifth Era Acquisition Corp I (XNAS:FERA),$10.35 
IPOD,DUNE ACQUISITION CORPORATION II (XNAS:IPOD),$10.35 
LCCC,Lakeshore Acquisition III Corp (XNAS:LCCC),$10.35 
GSHR,Gesher Acquisition Corp. II (XNAS:GSHR),$10.37 
NTSK,"NETSKOPE, INC. (XNAS:NTSK)",$10.37 
SDHI,SIDDHI ACQUISITION CORP. (XNAS:SDHI),$10.38 
PTNM,Pitanium Limited (XNAS:PTNM),$10.39 
AACB,ARTIUS II ACQUISITION INC. (XNAS:AACB),$10.40 
HVII,Hennessy Capital Investment Corp. VII (XNAS:HVII),$10.40 
NHIC,NewHold Investment Corp III (XNAS:NHIC),$10.40 
OSS,"ONE STOP SYSTEMS, INC. (XNAS:OSS)",$10.40 
QSEA,Quartzsea Acquisition Corp (XNAS:QSEA),$10.41 
NOEM,CO2 ENERGY TRANSITION CORP. (XNAS:NOEM),$10.42 
IPEX,Inflection Point Acquisition Corp. V (XNAS:IPEX),$10.43 
KFII,K&F Growth Acquisition Corp II (XNAS:KFII),$10.45 
KG,Kestrel Group Ltd (XNAS:KG),$10.45 
LOKV,Live Oak Acquisition Corp. V (XNAS:LOKV),$10.45 
UECG,LeverageShs 2X Lg UEC D (XNAS:UECG),$10.46 
CRMU,LeverageShs 2X Lg CRML D (XNAS:CRMU),$10.47 
HQI,"HIREQUEST, INC. (XNAS:HQI)",$10.47 
SUPX,SuperX AI Technology Ltd (XNAS:SUPX),$10.47 
SVCC,STELLAR V CAPITAL CORP. (XNAS:SVCC),$10.47 
CRBP,"CORBUS PHARMACEUTICALS HOLDINGS, INC. (XNAS:CRBP)",$10.48 
UYSC,UY Scuti Acquisition Corp. (XNAS:UYSC),$10.48 
TVA,Texas Ventures Acquisition III Corp (XNAS:TVA),$10.49 
ZVRA,"ZEVRA THERAPEUTICS, INC. (XNAS:ZVRA)",$10.49 
FTRE,FORTREA HOLDINGS INC. (XNAS:FTRE),$10.50 
DRDB,Roman DBDR Acquisition Corp. II (XNAS:DRDB),$10.51 
PGAC,PANTAGES CAPITAL ACQUISITION CORPORATION (XNAS:PGAC),$10.51 
CYRX,"CRYOPORT, INC. (XNAS:CYRX)",$10.52 
BEAG,Bold Eagle Acquisition Corp. (XNAS:BEAG),$10.54 
DMAA,Drugs Made In America Acquisition Corp. (XNAS:DMAA),$10.54 
AGMB,Agomab Therapeutics NV (XNAS:AGMB),$10.55 
NDLS,NOODLES & COMPANY (XNAS:NDLS),$10.55 
COLA,COLUMBUS ACQUISITION CORP (XNAS:COLA),$10.56 
FACT,FACT II Acquisition Corp. (XNAS:FACT),$10.56 
TAVI,Tavia Acquisition Corp. (XNAS:TAVI),$10.56 
NTWO,NEWBURY STREET II ACQUISITION CORP (XNAS:NTWO),$10.57 
MLAC,Mountain Lake Acquisition Corp. (XNAS:MLAC),$10.58 
RANG,Range Capital Acquisition Corp. (XNAS:RANG),$10.58 
ALDF,ALDEL FINANCIAL II INC. (XNAS:ALDF),$10.59 
CEPO,"Cantor Equity Partners I, Inc. (XNAS:CEPO)",$10.59 
PLMK,Plum Acquisition Corp. IV (XNAS:PLMK),$10.59 
HTCO,HIGH-TREND INTERNATIONAL GROUP (XNAS:HTCO),$10.60 
BVC,BITVENTURES LIMITED (XNAS:BVC),$10.61 
LPBB,Launch Two Acquisition Corp. (XNAS:LPBB),$10.61 
ATEC,"ALPHATEC HOLDINGS, INC. (XNAS:ATEC)",$10.62 
CARL,"CARLSMED, INC. (XNAS:CARL)",$10.62 
ARVN,"ARVINAS, INC. (XNAS:ARVN)",$10.63 
CHAR,CHARLTON ARIA ACQUISITION CORPORATION (XNAS:CHAR),$10.63 
HLIT,HARMONIC INC. (XNAS:HLIT),$10.64 
RIBB,Ribbon Acquisition Corp (XNAS:RIBB),$10.66 
ATII,Archimedes Tech SPAC Partners II Co (XNAS:ATII),$10.67 
VIR,"VIR BIOTECHNOLOGY, INC. (XNAS:VIR)",$10.67 
TDAC,Translational Development Acquisition Corp. (XNAS:TDAC),$10.69 
